"","EWS.T1","EWS.T2","EWS.T3","EWS.T4","EWS.T6","EWS.T7","EWS.T9","EWS.T11","EWS.T12","EWS.T13","EWS.T14","EWS.T15","EWS.T19","EWS.C8","EWS.C3","EWS.C2","EWS.C4","EWS.C6","EWS.C9","EWS.C7","EWS.C1","EWS.C11","EWS.C10","BL.C5","BL.C6","BL.C7","BL.C8","BL.C1","BL.C2","BL.C3","BL.C4","NB.C1","NB.C2","NB.C3","NB.C6","NB.C12","NB.C7","NB.C4","NB.C5","NB.C10","NB.C11","NB.C9","NB.C8","RMS.C4","RMS.C3","RMS.C9","RMS.C2","RMS.C5","RMS.C6","RMS.C7","RMS.C8","RMS.C10","RMS.C11","RMS.T1","RMS.T4","RMS.T2","RMS.T6","RMS.T7","RMS.T8","RMS.T5","RMS.T9","RMS.T3","RMS.T10","RMS.T11"
"1157",0.4375,0.4818,0.3787,0.3016,0.2705,0.3786,0.4365,0.2833,0.1941,0.3468,0.264,0.2802,0.2122,0.3719,0.3804,0.2424,0.2124,0.2817,0.2649,0.269,0.1139,0.3092,0.3007,0.5781,0.3507,0.3482,0.2975,0.3169,0.6851,0.7004,0.3558,0.5807,0.6554,0.7842,0.2865,0.7175,0.351,0.5156,0.2908,0.612,0.3259,0.5379,0.3379,0.4701,0.3575,0.2608,0.2442,0.5259,0.7743,0.4073,0.4885,0.2687,0.4574,0.3558,0.7879,0.2289,0.3819,0.2596,0.3131,0.3228,0.4033,0.2121,0.5018,0.3847
"1158",0.6295,0.5987,0.6311,0.1804,0.9005,0.4087,0.6876,0.555,0.3603,0.3673,0.2183,0.4303,0.3659,0.9141,0.6231,0.4269,0.5845,0.8396,0.8098,0.4806,0.3137,0.8224,1.5688,2.3992,1.4718,2.3041,2.2237,2.8337,3.5809,3.1679,2.2574,0.5063,0.293,0.3882,0.7112,0.6479,0.2296,0.4365,0.2847,0.6077,0.2255,0.3426,0.2834,0.7806,1.36,1.4717,0.4217,1.4822,1.1415,2.2364,0.5678,1.5262,0.5493,1.3681,1.6514,0.7164,1.1895,0.8967,0.7162,1.1358,0.4893,0.646,0.727,1.7088
"1159",0.6145,0.6726,0.6231,1.9317,0.5888,0.3725,0.6835,0.4962,0.5259,0.828,0.4399,0.4342,0.3976,0.7944,1.1631,0.5472,0.8545,0.2992,0.3076,0.596,0.4679,1.2083,0.9269,0.2057,0.219,0.1547,0.0558,0.0965,0.1546,0.1146,0.1973,0.245,0.579,0.8874,0.5122,0.6729,0.7298,0.211,0.4188,0.4646,0.6222,0.4018,0.4694,0.1383,1.1882,2.5384,1.567,0.6584,0.3302,0.7234,1.5205,0.7757,1.3739,0.5876,1.3672,1.555,0.5485,0.1528,1.1731,1.2668,1.0377,2.0503,2.1895,0.4321
"1160",0.2774,0.4829,0.2111,0.2176,0.1267,0.15,0.3048,0.2108,0.0613,0.1451,0.0871,0.1223,0.312,0.1617,0.1823,0.3719,0.3648,0.0875,0.08,0.2239,0.1974,0.057,0.1053,0.1458,0.1066,0.1219,0.132,0.0913,0.2091,0.0911,0.1025,0.9732,0.3838,0.7406,0.4074,0.3112,0.1994,0.1545,0.2224,0.1887,0.0595,0.251,0.2508,0.2539,0.1276,0.5485,0.2265,0.2764,0.2518,0.259,0.5218,0.1264,0.7971,0.2054,0.4944,0.1955,0.1898,0.2167,0.0651,0.3151,0.4454,0.3203,1.0141,0.514
"1161",0.4212,0.3894,0.564,1.0894,1.0071,0.4494,0.6515,0.6333,0.716,0.6473,0.6596,1.0655,0.5347,0.712,0.5561,0.5289,0.5283,0.317,0.3144,0.5419,0.2736,0.7887,0.5892,0.3507,0.5076,0.5266,0.4281,0.2657,0.7338,0.7857,0.6352,0.7823,0.6131,0.369,0.3904,0.3579,0.2558,0.5808,0.8501,0.8272,0.3875,0.3605,0.3224,0.1134,0.6092,0.6692,0.2976,0.6402,0.5641,1.5058,1.2308,0.46,0.585,0.8791,0.4645,0.8245,0.0741,0.0774,0.6914,1.039,0.3028,0.5832,0.8744,0.1153
"1162",1.4261,0.9835,0.8769,0.4026,0.7693,0.6902,0.5265,0.342,0.2674,0.4055,0.7106,0.5476,0.6012,1.4064,0.543,0.6051,1.1987,1.2628,1.279,1.3967,0.8072,0.823,0.8571,1.0607,1.0145,0.6597,0.9436,1.0407,1.2369,1.3333,1.0475,0.8505,1.75,1.4331,1.0995,1.0319,1.2501,0.6738,1.087,0.76,0.9264,0.793,0.9128,1.0072,1.3223,0.9496,0.8262,2.369,1.7455,0.9511,0.8298,0.6925,1.4301,1.1069,1.2907,1.5707,0.7086,0.5162,0.3553,0.4739,0.7453,1.0337,3.332,6.5834
"1163",0.5666,0.4469,0.549,2.0286,0.4881,0.4318,0.4536,0.1805,0.1387,0.458,0.3066,0.2724,0.2969,0.6189,0.367,0.2516,0.501,0.5306,0.5239,0.2992,0.2349,0.3699,0.4035,0.7578,0.6196,0.4756,0.2976,0.4183,0.6308,0.3682,0.6862,0.6553,1.4525,0.6633,0.3127,0.4134,0.4214,0.3576,0.6367,0.377,0.1878,0.3222,0.6109,0.0725,0.5777,0.6808,0.3836,0.4618,0.5528,0.4323,1.8547,0.3457,0.9921,0.5797,0.3143,0.5338,0.0978,0.0905,0.2161,0.3936,0.4341,1.7536,1.0635,0.1952
"1164",0.2773,0.3244,0.1154,0.1575,0.1987,0.2658,0.4759,0.2933,0.1035,0.3219,0.1422,0.1027,0.3868,0.0971,0.0975,0.0646,0.4536,0.1196,0.111,0.2801,0.1439,0.0678,0.0785,0.143,0.1299,0.0457,0.1118,0.1512,0.1796,0.1727,0.1149,0.2171,1.4692,0.2574,0.1671,0.228,2.6654,0.1311,0.2814,0.1999,0.4974,0.1269,0.1529,0.1677,0.4086,0.2167,0.6768,0.251,0.1423,1.0127,1.0224,0.4746,0.0694,0.1447,0.5381,0.2001,0.477,0.2647,0.272,0.4336,0.4817,0.3535,0.4308,0.6359
"1165",0.3431,0.3082,0.5236,0.1438,0.3242,0.4483,0.5247,0.2651,0.2846,0.141,0.3366,0.3269,0.3629,0.3878,0.1631,0.2182,0.6731,0.5623,0.4895,0.5802,0.0732,0.2971,0.2653,0.6324,0.403,0.1226,0.3624,0.6027,0.9083,0.6382,0.4112,0.3877,0.2475,0.2314,0.2679,0.4677,0.222,0.231,0.4165,0.2834,0.2035,0.2948,0.2007,0.7089,0.4365,0.9025,0.1297,0.1415,0.8232,0.4413,0.2529,0.1407,0.6369,0.1662,0.1727,0.1673,0.132,0.1404,0.1297,0.2735,0.3533,0.1407,0.1563,0.2065
"1166",2.3113,1.5018,1.0007,2.5176,1.2172,0.7781,1.089,0.8002,0.7624,0.5723,0.8405,0.963,0.4583,2.5496,1.772,1.685,1.1425,1.8253,1.7867,2.5924,0.6407,1.63,1.763,1.8296,2.2546,2.1158,1.8112,2.008,1.5596,1.8784,4.008,2.222,2.6533,4.4679,0.7534,1.7993,0.9826,1.291,2.7512,0.7773,1.4377,1.3251,1.9853,0.1884,1.5042,3.4296,1.4845,1.788,1.2312,1.1722,2.5454,1.9693,1.4247,3.0037,1.4483,2.1776,0.1494,0.1693,0.5079,0.5996,0.4892,2.9711,2.0977,0.1829
"1167",1.7544,1.4696,1.5421,2.2041,1.0006,0.7978,0.7416,0.7463,0.6029,0.5388,0.3989,0.4824,1.0818,1.0519,3.3109,3.7991,2.2804,1.2088,1.1572,2.5096,2.9641,0.8523,1.1499,3.392,2.427,1.8361,2.9848,4.321,3.8361,2.3005,3.7123,2.9113,3.709,3.5735,2.7156,3.7668,2.4266,1.7048,2.5057,1.2378,1.9991,2.5958,2.2959,1.7732,1.3497,1.1379,1.375,2.3692,2.2639,3.4776,1.3842,2.0319,2.2069,1.2865,1.7479,1.27,1.0451,3.0614,0.7112,0.6468,0.6313,2.0809,0.6089,0.62
"1168",2.5351,2.324,1.9776,2.4915,1.8397,1.1347,0.7256,0.8909,0.7634,0.5782,0.8453,1.5502,0.7897,1.1155,1.9941,1.0449,2.1555,1.4617,1.3451,1.7636,2.6961,0.9439,1.3557,1.7504,1.4954,1.2947,1.7494,2.6483,1.8379,1.7137,0.9883,1.2137,2.3178,2.4597,1.7669,1.5679,1.3916,1.1819,1.8736,1.139,1.257,1.3839,1.8022,1.0492,1.2831,0.9313,1.4024,1.6075,2.0743,1.0969,0.631,1.1914,1.4331,1.1711,2.0633,1.4263,0.9973,1.7292,0.7513,0.4443,0.5534,2.6573,1.043,1.2144
"1169",2.1535,2.5024,1.5529,2.0151,1.178,0.9865,1.1112,0.8564,0.9965,0.6175,0.917,1.3307,0.8286,2.348,3.7484,2.6419,1.6825,2.6175,2.8337,1.6528,2.4334,1.8271,2.3049,1.9436,1.5473,1.8443,2.7374,3.0166,2.0816,2.5529,2.2143,2.784,3.5891,6.5718,1.2861,1.1669,0.9076,1.502,2.557,1.9972,1.5317,1.6884,1.1925,0.3993,1.5286,2.4678,1.1528,1.4986,1.4826,1.4295,1.629,1.8061,1.3523,2.3006,1.3974,1.782,0.4149,0.613,0.6777,0.5283,0.519,1.525,0.6249,1.7476
"1170",0.1387,0.1019,0.1552,0.1348,1.4926,0.8843,0.6157,0.6294,0.6615,0.5257,0.8387,0.7532,0.3691,1.1527,0.0393,0.0604,0.1211,0.5228,0.4889,0.726,0.0382,0.9316,0.9489,0.7728,0.6373,0.742,0.7862,0.1147,0.141,0.1406,0.1677,0.1148,0.1686,0.1679,0.8031,0.6203,0.8124,0.5774,0.7434,0.6556,0.6396,0.5753,0.8079,0.5064,0.4638,0.8105,0.9709,0.4943,1.1667,0.5831,0.0938,0.6983,0.0528,0.1582,0.0717,0.1124,0.5828,0.3674,0.3778,0.5075,0.7698,0.1022,0.5302,0.3435
"1171",0.4208,0.3462,0.2056,0.6889,0.4423,0.4858,0.4896,0.2719,0.1651,0.1249,0.1414,0.2084,0.2421,0.3673,0.3273,0.6298,0.6426,0.3383,0.308,0.2664,0.8021,0.1757,0.0763,0.6152,0.5186,0.5202,0.5911,0.4911,0.19,0.3239,0.6247,0.4543,0.8322,1.2654,0.2934,0.536,0.4984,0.8183,0.9735,0.6556,0.6942,1.0936,0.7756,0.1423,0.447,0.2532,0.4262,0.5164,0.6942,0.8359,1.2979,0.4516,0.695,0.9017,0.2769,0.393,0.2074,0.4261,0.3267,0.52,0.3541,0.4764,0.0524,0.1203
"1172",0.8565,1.7165,0.626,2.4054,1.0001,0.5308,0.7201,0.493,0.5079,0.3209,0.65,0.7634,0.5238,0.3633,1.0372,1.3257,0.9198,0.5741,0.5826,0.626,1.4267,0.4899,0.3542,0.8361,0.61,0.5843,0.9172,1.0965,0.8387,1.0346,1.269,0.8612,1.5424,1.0351,0.8649,0.8435,1.149,0.8164,0.8604,1.2623,0.994,0.7747,1.2042,0.3135,0.7243,0.46,0.5612,0.6526,0.6421,1.0763,0.9429,0.8918,1.0421,0.9063,0.8419,0.8264,0.6889,0.3413,0.9404,0.655,0.6677,0.8136,0.2769,0.5351
"1173",0.1455,0.1308,0.1693,0.1853,0.225,0.1435,0.4159,0.2791,0.0737,0.3364,0.0874,0.1229,0.1489,0.4172,0.0551,0.0439,0.094,0.2222,0.2007,0.1748,0.0237,0.1198,0.1395,0.2034,0.0937,0.1427,0.1637,0.0842,0.1177,0.1081,0.119,0.0706,0.1387,0.1463,0.3471,0.1342,0.154,0.1941,0.1642,0.0722,0.194,0.208,0.2528,0.1573,0.3463,0.1578,0.1527,0.1474,0.2329,0.1174,0.0783,0.0505,0.0938,0.1837,0.2077,0.2579,0.1562,0.3246,0.1788,0.3114,0.4094,0.3283,0.1442,0.1949
"1174",0.7348,0.485,0.5079,0.2931,0.3749,0.3887,0.3177,0.3496,0.5959,0.5369,0.6364,0.5116,0.6862,1.2271,0.5229,0.4475,0.4168,1.0917,1.0296,0.4319,1.4242,1.1304,0.5633,0.4811,0.904,0.8634,1.0802,0.8539,1.1265,1.157,1.0741,0.897,0.688,0.3529,0.3579,0.4193,0.3578,0.7479,0.4338,0.8298,0.6955,0.4815,0.4188,1.4286,0.8731,1.0887,0.4612,0.7843,0.8874,0.5527,0.4525,0.5796,0.73,1.0702,0.6466,1.0503,0.2457,0.2556,0.501,0.5877,0.7283,0.6754,0.7136,0.5429
"1175",0.4189,0.2406,0.2724,0.289,1.9767,3.3311,1.2799,1.4263,1.3065,0.9174,1.814,1.0247,1.2189,1.4513,0.3662,0.3124,0.3232,2.4134,2.8013,2.0854,0.4234,2.8659,2.4775,3.6687,1.6514,1.9812,1.6655,0.3453,0.3532,0.525,0.3296,0.2879,0.3512,0.3319,3.8982,3.2175,3.0125,2.5543,1.4053,2.7048,2.0504,2.237,2.2738,4.0882,3.2264,2.0543,3.6157,3.7492,1.9386,2.6677,0.2338,3.3658,0.4447,0.2356,0.165,0.213,4.6278,2.7601,2.1878,0.5106,0.7472,0.3363,2.8221,0.9942
"1176",0.6101,0.5756,0.4793,0.4635,0.5155,0.5513,0.6204,0.734,0.563,0.2598,0.5748,0.5513,0.4956,0.2476,0.3774,0.5094,0.3562,0.2946,0.2768,0.2287,0.3706,0.2024,0.1033,0.4248,0.3966,0.3777,0.2688,0.3065,0.2253,0.2293,0.4354,0.2873,0.3267,0.3867,0.2647,0.4082,0.2306,0.307,0.4307,0.2721,0.2242,0.3619,0.3332,0.1483,0.3,0.2508,0.1861,0.2943,0.2902,0.3528,0.5632,0.3377,0.4517,0.7449,0.4708,0.6554,0.4943,0.2642,0.3601,0.508,0.8528,0.907,0.5216,0.4422
"1177",1.4706,0.9582,2.0189,0.8766,0.5019,0.4633,0.6994,0.575,0.3789,1.1021,0.6954,0.5995,1.1202,0.9459,1.2614,1.4145,0.9038,1.3332,1.273,0.775,1.2052,0.9344,0.9361,1.1683,0.9418,0.4815,0.7241,2.1248,3.3037,2.8179,3.1804,2.2959,1.0718,3.0679,0.9897,0.8296,0.7195,1.0954,0.9644,0.7612,0.7758,0.6755,0.7662,0.6442,0.5258,1.0842,1.4343,0.5589,0.4514,0.5685,1.4798,0.959,1.9476,1.2679,3.3719,2.3992,0.9587,0.7351,1.1802,0.6519,0.9009,1.3536,1.9192,3.3673
"1178",0.6099,0.347,0.3479,0.2031,0.9962,0.5696,0.7972,1.0523,0.5496,0.6216,0.6272,0.476,0.6195,0.3375,0.2047,0.1133,0.5399,0.4364,0.4811,0.2947,0.1952,1.1112,0.7675,1.0313,0.6513,0.915,0.4618,0.2641,0.4704,0.226,0.1281,0.2079,0.389,0.3385,0.9312,0.7022,0.4894,0.6641,0.5657,0.6681,0.4723,0.6669,0.4053,0.5238,0.8498,0.8817,0.6579,0.3867,0.5176,0.4427,0.1678,0.742,0.312,0.3042,0.236,0.8388,0.6545,0.4486,0.6771,0.473,0.4929,0.4797,0.4147,0.0913
"1179",0.3689,0.7412,0.3562,0.1816,0.1145,0.2052,0.5147,0.2479,0.0939,0.1085,0.1915,0.1421,0.5189,0.6717,0.6521,0.6278,0.6854,1.6184,1.5301,0.5567,0.9901,0.9877,0.4845,0.8825,0.5985,0.5031,0.408,0.8793,0.7543,0.621,0.6025,0.9986,0.5568,0.6664,0.6251,0.6524,0.5886,0.602,0.6042,0.5628,0.5481,0.4873,0.4972,0.6025,0.4684,0.6427,0.5936,0.4412,0.3208,0.586,0.4979,0.4641,0.3201,0.5339,0.1717,0.5318,0.6078,0.1048,0.1385,0.3486,0.4692,0.6405,0.3351,0.099
"1180",1.239,0.9302,0.6357,0.8316,0.5507,0.3743,0.3562,0.1955,0.1206,0.2574,0.1713,0.1261,0.26,0.2237,1.0043,1.0486,0.6715,0.322,0.3461,0.3562,0.2676,0.3322,0.2039,0.3925,0.3464,0.2283,0.4143,1.0835,0.8825,1.1176,0.8661,1.4445,0.8539,0.642,0.5517,0.7828,0.5414,0.4631,0.2739,0.6757,0.2608,0.5697,0.4583,0.121,0.5803,0.239,0.1611,0.6319,0.4962,0.5112,1.1656,0.3423,0.0787,1.178,1.235,0.5854,0.3022,0.2099,0.1748,0.315,0.5675,0.4653,0.4702,0.5022
"1181",1.408,0.6034,1.1462,0.6035,0.868,0.6306,0.5678,0.6525,1.0752,0.5791,0.4068,0.755,0.3153,0.9032,2.1219,1.7851,0.4217,1.5279,1.3983,0.9037,1.4049,1.0559,1.7011,0.4907,0.7381,0.8071,0.8104,0.802,1.8529,1.4487,1.3503,0.7518,0.9831,0.7941,0.5451,0.9661,0.4839,0.4911,0.6045,1.2633,0.9491,0.4851,0.3772,0.1444,0.9338,0.9738,0.5005,0.8122,0.7722,1.5086,2.193,0.9177,0.9821,1.2796,1.4891,1.6733,0.0242,0.2917,0.5705,0.6239,0.4414,0.4367,1.1773,1.0337
"1182",1.5374,1.0207,0.8653,1.029,0.9844,0.7117,0.336,0.6377,0.7123,0.3896,0.2428,0.2534,0.2792,1.8373,1.5594,1.5255,0.706,1.0965,0.9298,1.0197,1.1374,1.0677,1.877,0.6788,1.3415,0.8911,1.1585,2.4779,2.0606,1.8863,1.1543,0.7572,2.9765,1.8779,0.5821,1.0169,1.3806,0.6893,0.8783,0.6687,0.7176,0.4308,0.4153,0.0179,0.4698,1.0795,1.4011,0.5636,0.5104,1.0031,1.2978,0.585,1.0658,0.8589,1.2599,1.0984,0.0323,0.2224,0.2962,0.4276,0.3818,0.4241,0.8965,1.8986
"1183",1.239,0.8356,0.4064,0.5207,0.1769,0.4152,0.5348,0.4893,0.1779,0.1146,0.1859,0.2993,0.1661,1.4219,3.7031,2.991,1.02,1.7608,2.3619,1.6942,2.6885,1.0355,1.109,0.5607,1.6324,1.1756,2.0889,2.693,3.8765,2.3802,1.928,1.5804,1.4576,0.7898,0.9934,0.8665,0.6869,0.8984,0.8878,0.5733,0.3709,0.3782,0.7057,0.1614,1.2218,2.9017,0.4683,1.0456,0.8934,2.0944,1.47,1.7288,1.1237,0.5971,0.6409,2.5793,0.009,0.3239,0.2581,0.4604,0.3211,0.452,0.7547,1.5984
"1184",3.0337,1.4185,2.0473,2.3502,1.4019,1.9626,0.7596,1.3163,1.3194,1.8255,1.662,1.8956,1.311,1.366,1.3721,1.0233,0.9841,1.6125,1.5514,1.8486,0.8676,1.2423,0.8227,1.2211,1.0923,0.6082,2.0486,1.5606,1.4135,1.8977,1.1771,1.2049,1.667,2.3278,1.2429,1.5801,1.2567,0.5799,1.3453,1.4563,0.7574,1.1308,2.0025,0.9943,1.5362,1.3424,1.0902,1.4383,1.2421,0.9799,0.9771,1.6802,1.182,2.1294,2.1999,1.8917,1.3623,2.7479,0.8348,0.9843,0.7842,2.6804,3.4126,1.6406
"1185",3.7964,3.0737,2.0722,3.0315,1.9658,2.5867,1.0859,2.0582,1.2493,2.1503,2.2832,2.1226,1.3104,3.6907,5.0605,2.7548,2.8533,2.5734,3.0611,4.3655,2.0725,2.2296,2.6731,2.8285,3.1369,2.8432,3.0433,4.7668,3.9008,3.8394,3.6638,5.0271,3.6947,5.8445,2.7963,4.5881,3.0239,3.1333,3.3613,2.134,2.8191,2.9814,3.9906,3.9617,1.5833,1.9365,2.519,3.9979,3.4802,4.0347,3.0759,3.435,2.4485,4.0717,4.8182,2.2203,3.167,2.3385,1.6325,2.3747,1.3987,1.842,2.3538,1.3799
"1186",0.5026,0.4085,0.5411,0.9509,0.3366,0.5675,0.7644,0.4429,0.1796,0.3751,0.1739,0.1765,1.044,0.2236,0.0715,0.1614,0.5717,0.1835,0.1687,0.3389,0.22,0.1849,0.2938,0.1529,0.5395,0.1098,0.0991,0.1374,0.8513,0.6165,0.1011,0.1872,0.3361,0.1535,0.1116,0.1943,0.3024,0.1662,0.3699,0.1364,0.091,0.1389,0.2287,0.4443,0.368,0.2429,0.1122,0.3924,0.616,0.3259,0.2207,0.2602,0.4678,0.6964,0.6099,1.2324,0.2927,0.5262,0.1894,0.5402,0.4803,0.5341,0.3426,0.7878
"1187",0.2552,0.4382,0.185,0.298,0.2306,0.097,0.1765,0.156,0.1096,0.1463,0.1284,0.1167,0.3006,0.8044,0.1791,0.4408,0.4543,0.2647,0.2575,0.3835,0.1787,0.6994,0.4515,1.3968,0.4415,0.5207,0.6168,0.7496,0.4367,0.7381,0.7661,0.5637,2.6079,0.5541,0.964,0.8186,2.245,0.4655,0.5447,0.6616,0.7574,1.0776,0.6515,0.2299,0.4982,0.8234,1.033,0.561,0.4455,0.8475,0.8465,0.3761,0.7213,0.2437,0.4701,0.2032,0.3249,0.2371,0.5521,0.2743,0.7414,0.7457,0.2149,1.3556
"1188",0.3088,0.2222,0.6184,1.2877,1.6414,0.8799,0.4328,0.3153,0.107,1.011,0.1877,0.1477,0.2086,0.2933,0.209,0.7908,0.083,0.1506,0.1462,0.1642,0.073,0.3819,0.2532,0.1214,0.147,0.1276,0.112,0.0669,0.0917,0.0838,0.2801,0.4048,1.2815,0.2503,0.1207,0.1618,0.663,0.5872,0.4201,0.397,0.0816,0.3781,0.2676,0.0884,0.4448,0.3933,0.1501,0.182,0.2269,0.53,0.3602,0.4656,0.1893,1.2452,0.2564,0.2206,0.1271,0.2725,0.3472,0.3384,0.4142,0.3418,0.2228,0.1297
"1189",0.5376,0.7,1.2034,0.2229,0.4173,0.8819,1.0326,0.5161,0.4554,1.6016,1.1968,0.4881,1.109,0.5069,0.4398,0.1798,0.7323,0.6373,0.6096,0.8192,0.3592,0.5349,0.599,0.4006,0.3758,0.1158,0.3604,0.174,0.7136,0.6983,0.42,0.614,0.5699,0.4702,0.8885,0.5043,0.9491,0.4924,0.5809,0.7331,0.4158,0.4579,0.5359,0.8231,0.8002,0.8437,0.6657,0.3932,0.5933,1.0255,1.531,0.5268,1.1165,0.3704,1.6183,0.6623,0.6272,0.9942,1.1189,0.6686,0.8497,0.6357,0.9892,1.6565
"1190",0.6619,0.7622,0.6302,0.4728,0.3613,0.3132,0.4428,0.295,0.1598,0.3243,0.2887,0.2539,0.3515,0.7845,0.7039,0.7289,0.7199,1.0915,0.968,1.1267,0.3621,0.4831,0.6653,0.809,0.4953,0.6916,0.6386,1.1044,1.6393,0.9919,0.8811,0.8095,1.1655,0.9838,0.5561,0.5463,0.7281,0.6225,0.7959,0.2446,0.2672,0.7962,0.849,0.9407,0.7554,1.2739,0.7658,0.6639,0.8035,0.9203,0.3552,0.6229,0.6623,0.501,1.2069,0.4265,0.5191,0.3347,0.3305,0.314,0.5002,0.6946,0.7282,1.2883
"1191",0.2115,0.3606,0.3213,1.8798,0.3838,0.2308,0.2975,0.2056,0.1089,0.206,0.1493,0.1392,0.1852,0.3455,0.2205,0.2878,0.2298,0.2098,0.2085,0.2716,0.1229,0.6926,0.1794,0.2291,0.1441,0.1645,0.1791,0.1281,0.1571,0.1978,0.1911,0.0813,1.7592,0.265,0.1891,0.1498,0.9366,0.1695,0.194,0.1824,0.3505,0.0673,0.2402,0.1842,0.359,0.5211,0.2135,0.1703,0.2627,0.4825,0.1203,0.1684,0.326,0.3863,0.251,0.3913,0.288,0.133,0.109,0.2999,0.6416,1.275,0.1101,0.1661
"1192",0.3078,0.5755,0.5838,0.2392,0.5012,0.5255,0.8107,0.2207,0.0942,0.2411,0.3438,0.3122,0.4719,0.1722,0.6794,0.3872,0.5561,0.5292,0.4663,0.2885,0.7003,0.4793,0.1508,0.369,0.2099,0.2485,0.1988,0.1178,0.0899,0.2349,0.8732,1.2363,0.231,0.2713,0.1672,0.0687,0.1484,0.7422,0.1622,0.1658,0.0939,0.0971,0.1578,0.3677,0.881,0.2163,0.1992,0.2129,0.2884,0.114,1.6975,0.0816,1.254,0.3339,0.5555,0.6722,0.0774,0.1106,0.7882,0.3968,0.6294,0.2354,0.2246,1.2623
"1193",2.2682,1.6827,1.3513,2.5249,1.1008,0.8531,0.7367,0.825,1.0581,0.4161,0.6707,1.1504,0.8417,0.6087,1.1451,1.222,2.2378,0.8513,0.7852,1.0883,1.9375,0.4017,0.8087,0.9209,0.7779,0.8729,0.794,1.7799,1.9524,1.6841,1.1546,1.0306,1.5946,2.1744,1.6298,1.2668,0.8674,1.0023,1.3317,0.7934,0.9453,0.9946,1.3416,1.0246,1.3802,0.7155,1.0119,1.2549,0.6918,1.0615,1.0142,1.106,1.2163,1.3216,1.1826,1.2013,1.4243,1.3641,0.4914,0.5907,0.7605,2.2286,1.0386,0.7287
"1194",0.1669,0.2514,0.3061,0.1862,0.5385,0.2431,0.2914,0.2735,0.0872,0.3719,0.1434,0.1651,0.1818,0.1354,0.0667,0.2035,0.17,0.1363,0.1312,0.1031,0.0525,0.1149,0.1355,0.0588,0.0499,0.1117,0.0795,0.0788,0.119,0.102,0.0886,0.3778,0.416,0.5464,0.1976,0.3913,0.5446,0.6905,0.3297,0.8753,0.4789,0.2274,0.8352,1.3849,1.373,0.9187,0.8791,0.8226,0.7189,0.7462,0.3792,0.3382,0.6528,0.6917,0.7501,0.6453,1.1948,0.3162,0.9934,0.5946,0.4748,0.4784,2.1999,0.4141
"1195",0.2533,0.4668,0.3394,0.338,0.4364,0.2085,0.6206,0.3212,0.3459,0.3891,0.2763,0.3003,0.336,0.131,0.1723,0.1143,0.4242,0.554,0.5203,0.6245,0.8926,0.3933,0.633,0.2124,0.1344,0.0922,0.3031,0.0699,0.1237,0.0808,0.134,1.3321,0.1781,0.5562,0.2185,1.4027,0.1262,0.8827,0.5505,0.372,0.1917,0.3828,0.4035,0.0599,0.4127,0.7772,0.2997,0.6898,0.2668,0.3678,0.1637,0.4829,0.6943,0.7986,0.6046,0.5685,0.1713,0.147,0.3825,0.4845,0.6198,0.5857,0.5187,2.2168
"1196",0.0924,0.3255,0.2513,0.2593,0.1915,0.1309,0.2219,0.2531,0.0967,0.2233,0.0941,0.1426,0.3412,0.2205,0.3108,0.0906,0.0988,0.2119,0.1945,0.1739,0.0328,0.3434,0.2205,0.1293,0.3001,0.3611,0.3204,0.0946,0.1138,0.0939,0.1329,0.1457,0.163,0.2279,0.0913,0.2418,0.2064,0.143,0.2922,0.1189,0.0359,0.3353,0.2488,1.7019,1.03,1.0679,0.1593,0.2204,0.8976,1.2296,0.1277,0.7966,0.0639,2.3778,0.5611,1.3005,0.3821,0.0994,0.8255,0.619,0.5642,0.5655,0.6448,0.887
"1197",3.3979,2.4392,2.5575,1.4617,2.2861,2.1801,1.0645,0.9912,1.4831,0.9726,1.3415,1.1087,2.454,0.6158,3.0011,1.6924,2.9892,1.4306,1.3144,1.1598,3.2727,1.6309,1.8624,0.4829,0.6292,0.3384,0.4995,1.4827,0.9562,0.9788,0.6526,1.1367,1.534,1.6695,2.2299,1.4629,2.5823,1.4399,1.1314,1.0453,1.3679,2.0262,1.2222,1.711,2.6554,2.2085,0.9479,2.0199,1.303,1.7179,0.8223,2.1011,1.0327,1.5758,1.1025,2.0912,3.1216,1.8522,1.6165,0.6586,1.207,2.0263,0.702,0.3261
"1198",0.4193,0.3698,0.2298,0.3328,0.2174,0.2626,0.3872,0.8751,0.2569,0.2193,0.2894,0.2285,0.4952,0.1351,0.167,0.2357,0.1179,0.304,0.2865,0.4206,0.0695,0.0823,0.0532,0.6894,0.4224,0.4726,0.6668,0.507,0.3834,0.5238,0.4531,0.9205,0.2634,0.9834,0.8093,0.9659,0.2172,0.5022,1.5332,0.6618,1.0586,1.6235,1.8452,0.4202,0.5512,0.1009,0.19,0.8241,0.5977,0.4394,0.2999,0.6025,0.2333,0.3445,0.3542,0.2686,0.5221,0.2472,0.3553,0.6151,0.6522,0.1665,0.3052,0.4784
